需求编号,需求描述,用例类型,导航,功能模块,功能点,优先级,用例标题,前置条件,操作步骤,预期结果,测试结果,执行人,测试环境,备注
技术优化6,,功能,物资管理-SCM退料申请单,SCM退料申请单,地市公司权限的用户，查看数据,L2,验证地市公司权限的用户查看SCM退料申请单,1.系统运行正常,1.点击进入SCM退料申请单页面，查看数据,1.正常地市公司展示的SCM退料申请单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-SCM退料申请单,SCM退料申请单,物资管理员角色的用户，查看数据,L2,验证物资管理员角色的用户查看SCM退料申请单,1.系统运行正常,1.点击进入SCM退料申请单页面，查看数据,1.正常展示对应物资管理员建设单位下的的SCM退料申请单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-SCM退库单,SCM退库单,全国权限+物资管理员角色的用户，查看数据,L2,验证全国权限+物资管理员角色的用户查看SCM退库单,1.系统运行正常,1.点击进入SCM退库单页面，查看数据,1.正常显示全国的SCM退库单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-SCM退库单,SCM退库单,全国权限的用户，查看数据,L2,验证全国权限的用户查看SCM退库单,1.系统运行正常,1.点击进入SCM退库单页面，查看数据,1.正常显示全国的SCM退库单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-SCM退库单,SCM退库单,省公司（本部+地市）权限+物资管理员角色的用户，查看数据,L2,验证省公司（本部+地市）权限+物资管理员角色的用户查看SCM退库单,1.系统运行正常,1.点击进入SCM退库单页面，查看数据,1.正常展示省公司的SCM退库单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-SCM退库单,SCM退库单,省公司（本部+地市）权限的用户，查看数据,L2,验证省公司（本部+地市）权限的用户查看SCM退库单,1.系统运行正常,1.点击进入SCM退库单页面，查看数据,1.正常展示省公司的SCM退库单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-SCM退库单,SCM退库单,省本部权限+物资管理员角色的用户，查看数据,L2,验证省本部权限+物资管理员角色的用户查看SCM退库单,1.系统运行正常,1.点击进入SCM退库单页面，查看数据,1.正常展示省本部的SCM退库单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-SCM退库单,SCM退库单,省本部权限的用户，查看数据,L2,验证省本部权限的用户查看SCM退库单,1.系统运行正常,1.点击进入SCM退库单页面，查看数据,1.正常展示省本部的SCM退库单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-SCM退库单,SCM退库单,地市公司权限+物资管理员角色的用户，查看数据,L2,验证地市公司权限+物资管理员角色的用户查看SCM退库单,1.系统运行正常,1.点击进入SCM退库单页面，查看数据,1.正常地市公司展示的SCM退库单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-SCM退库单,SCM退库单,地市公司权限的用户，查看数据,L2,验证地市公司权限的用户查看SCM退库单,1.系统运行正常,1.点击进入SCM退库单页面，查看数据,1.正常地市公司展示的SCM退库单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-SCM退库单,SCM退库单,物资管理员角色的用户，查看数据,L2,验证物资管理员角色的用户查看SCM退库单,1.系统运行正常,1.点击进入SCM退库单页面，查看数据,1.正常展示对应物资管理员建设单位下的的SCM退库单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-SCM退库单明细,SCM退库单明细,全国权限+物资管理员角色的用户，查看数据,L2,验证全国权限+物资管理员角色的用户查看SCM退库单明细,1.系统运行正常,1.点击进入SCM退库单明细页面，查看数据,1.正常显示全国的SCM退库单明细数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-SCM退库单明细,SCM退库单明细,全国权限的用户，查看数据,L2,验证全国权限的用户查看SCM退库单明细,1.系统运行正常,1.点击进入SCM退库单明细页面，查看数据,1.正常显示全国的SCM退库单明细数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-SCM退库单明细,SCM退库单明细,省公司（本部+地市）权限+物资管理员角色的用户，查看数据,L2,验证省公司（本部+地市）权限+物资管理员角色的用户查看SCM退库单明细,1.系统运行正常,1.点击进入SCM退库单明细页面，查看数据,1.正常展示省公司的SCM退库单明细数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-SCM退库单明细,SCM退库单明细,省公司（本部+地市）权限的用户，查看数据,L2,验证省公司（本部+地市）权限的用户查看SCM退库单明细,1.系统运行正常,1.点击进入SCM退库单明细页面，查看数据,1.正常展示省公司的SCM退库单明细数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-SCM退库单明细,SCM退库单明细,省本部权限+物资管理员角色的用户，查看数据,L2,验证省本部权限+物资管理员角色的用户查看SCM退库单明细,1.系统运行正常,1.点击进入SCM退库单明细页面，查看数据,1.正常展示省本部的SCM退库单明细数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-SCM退库单明细,SCM退库单明细,省本部权限的用户，查看数据,L2,验证省本部权限的用户查看SCM退库单明细,1.系统运行正常,1.点击进入SCM退库单明细页面，查看数据,1.正常展示省本部的SCM退库单明细数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-SCM退库单明细,SCM退库单明细,地市公司权限+物资管理员角色的用户，查看数据,L2,验证地市公司权限+物资管理员角色的用户查看SCM退库单明细,1.系统运行正常,1.点击进入SCM退库单明细页面，查看数据,1.正常地市公司展示的SCM退库单明细数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-SCM退库单明细,SCM退库单明细,地市公司权限的用户，查看数据,L2,验证地市公司权限的用户查看SCM退库单明细,1.系统运行正常,1.点击进入SCM退库单明细页面，查看数据,1.正常地市公司展示的SCM退库单明细数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-SCM退库单明细,SCM退库单明细,物资管理员角色的用户，查看数据,L2,验证物资管理员角色的用户查看SCM退库单明细,1.系统运行正常,1.点击进入SCM退库单明细页面，查看数据,1.正常展示对应物资管理员建设单位下的的SCM退库单明细数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-单任务物资平衡表（设计产品）,单任务物资平衡表（设计产品）,全国权限+物资管理员角色的用户，查看数据,L2,验证全国权限+物资管理员角色的用户查看单任务物资平衡表（设计产品）,1.系统运行正常,1.点击进入单任务物资平衡表（设计产品）页面，查看数据,1.正常显示全国的单任务物资平衡表（设计产品）数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-单任务物资平衡表（设计产品）,单任务物资平衡表（设计产品）,全国权限的用户，查看数据,L2,验证全国权限的用户查看单任务物资平衡表（设计产品）,1.系统运行正常,1.点击进入单任务物资平衡表（设计产品）页面，查看数据,1.正常显示全国的单任务物资平衡表（设计产品）数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-单任务物资平衡表（设计产品）,单任务物资平衡表（设计产品）,省公司（本部+地市）权限+物资管理员角色的用户，查看数据,L2,验证省公司（本部+地市）权限+物资管理员角色的用户查看单任务物资平衡表（设计产品）,1.系统运行正常,1.点击进入单任务物资平衡表（设计产品）页面，查看数据,1.正常展示省公司的单任务物资平衡表（设计产品）数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-单任务物资平衡表（设计产品）,单任务物资平衡表（设计产品）,省公司（本部+地市）权限的用户，查看数据,L2,验证省公司（本部+地市）权限的用户查看单任务物资平衡表（设计产品）,1.系统运行正常,1.点击进入单任务物资平衡表（设计产品）页面，查看数据,1.正常展示省公司的单任务物资平衡表（设计产品）数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-单任务物资平衡表（设计产品）,单任务物资平衡表（设计产品）,省本部权限+物资管理员角色的用户，查看数据,L2,验证省本部权限+物资管理员角色的用户查看单任务物资平衡表（设计产品）,1.系统运行正常,1.点击进入单任务物资平衡表（设计产品）页面，查看数据,1.正常展示省本部的单任务物资平衡表（设计产品）数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-单任务物资平衡表（设计产品）,单任务物资平衡表（设计产品）,省本部权限的用户，查看数据,L2,验证省本部权限的用户查看单任务物资平衡表（设计产品）,1.系统运行正常,1.点击进入单任务物资平衡表（设计产品）页面，查看数据,1.正常展示省本部的单任务物资平衡表（设计产品）数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-单任务物资平衡表（设计产品）,单任务物资平衡表（设计产品）,地市公司权限+物资管理员角色的用户，查看数据,L2,验证地市公司权限+物资管理员角色的用户查看单任务物资平衡表（设计产品）,1.系统运行正常,1.点击进入单任务物资平衡表（设计产品）页面，查看数据,1.正常地市公司展示的单任务物资平衡表（设计产品）数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-单任务物资平衡表（设计产品）,单任务物资平衡表（设计产品）,地市公司权限的用户，查看数据,L2,验证地市公司权限的用户查看单任务物资平衡表（设计产品）,1.系统运行正常,1.点击进入单任务物资平衡表（设计产品）页面，查看数据,1.正常地市公司展示的单任务物资平衡表（设计产品）数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-单任务物资平衡表（设计产品）,单任务物资平衡表（设计产品）,物资管理员角色的用户，查看数据,L2,验证物资管理员角色的用户查看单任务物资平衡表（设计产品）,1.系统运行正常,1.点击进入单任务物资平衡表（设计产品）页面，查看数据,1.正常展示对应物资管理员建设单位下的的单任务物资平衡表（设计产品）数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-单任务物资平衡表（设计产品）,单任务物资平衡表（设计产品）,单任务物资平衡表（设计产品）列表查询排序,L3,验证单任务物资平衡表（设计产品）列表查询是否按创建日期倒序展示,1.系统运行正常,1.点击进入单任务物资平衡表（设计产品）页面，查看数据,1.单任务物资平衡表（设计产品）列表查询按创建日期倒序展示,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-单任务物资平衡表（设计产品）,单任务物资平衡表（设计产品）,单任务物资平衡表（设计产品）导出排序,L3,验证单任务物资平衡表（设计产品）导出是否按创建日期倒序展示,1.系统运行正常,1.导出单任务物资平衡表,1.单任务物资平衡表（设计产品）导出文件中的数据按创建日期倒序展示,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-单任务物资平衡表（物料）,单任务物资平衡表（物料）,全国权限+物资管理员角色的用户，查看数据,L2,验证全国权限+物资管理员角色的用户查看单任务物资平衡表（物料）,1.系统运行正常,1.点击进入单任务物资平衡表（物料）页面，查看数据,1.正常显示全国的单任务物资平衡表（物料）数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-单任务物资平衡表（物料）,单任务物资平衡表（物料）,全国权限的用户，查看数据,L2,验证全国权限的用户查看单任务物资平衡表（物料）,1.系统运行正常,1.点击进入单任务物资平衡表（物料）页面，查看数据,1.正常显示全国的单任务物资平衡表（物料）数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-单任务物资平衡表（物料）,单任务物资平衡表（物料）,省公司（本部+地市）权限+物资管理员角色的用户，查看数据,L2,验证省公司（本部+地市）权限+物资管理员角色的用户查看单任务物资平衡表（物料）,1.系统运行正常,1.点击进入单任务物资平衡表（物料）页面，查看数据,1.正常展示省公司的单任务物资平衡表（物料）数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-单任务物资平衡表（物料）,单任务物资平衡表（物料）,省公司（本部+地市）权限的用户，查看数据,L2,验证省公司（本部+地市）权限的用户查看单任务物资平衡表（物料）,1.系统运行正常,1.点击进入单任务物资平衡表（物料）页面，查看数据,1.正常展示省公司的单任务物资平衡表（物料）数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-单任务物资平衡表（物料）,单任务物资平衡表（物料）,省本部权限+物资管理员角色的用户，查看数据,L2,验证省本部权限+物资管理员角色的用户查看单任务物资平衡表（物料）,1.系统运行正常,1.点击进入单任务物资平衡表（物料）页面，查看数据,1.正常展示省本部的单任务物资平衡表（物料）数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-单任务物资平衡表（物料）,单任务物资平衡表（物料）,省本部权限的用户，查看数据,L2,验证省本部权限的用户查看单任务物资平衡表（物料）,1.系统运行正常,1.点击进入单任务物资平衡表（物料）页面，查看数据,1.正常展示省本部的单任务物资平衡表（物料）数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-单任务物资平衡表（物料）,单任务物资平衡表（物料）,地市公司权限+物资管理员角色的用户，查看数据,L2,验证地市公司权限+物资管理员角色的用户查看单任务物资平衡表（物料）,1.系统运行正常,1.点击进入单任务物资平衡表（物料）页面，查看数据,1.正常地市公司展示的单任务物资平衡表（物料）数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-单任务物资平衡表（物料）,单任务物资平衡表（物料）,地市公司权限的用户，查看数据,L2,验证地市公司权限的用户查看单任务物资平衡表（物料）,1.系统运行正常,1.点击进入单任务物资平衡表（物料）页面，查看数据,1.正常地市公司展示的单任务物资平衡表（物料）数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-单任务物资平衡表（物料）,单任务物资平衡表（物料）,物资管理员角色的用户，查看数据,L2,验证物资管理员角色的用户查看单任务物资平衡表（物料）,1.系统运行正常,1.点击进入单任务物资平衡表（物料）页面，查看数据,1.正常展示对应物资管理员建设单位下的的单任务物资平衡表（物料）数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-单任务物资平衡表（物料）,单任务物资平衡表（物料）,单任务物资平衡表（物料）列表查询排序,L3,验证单任务物资平衡表（物料）列表查询是否按创建日期倒序展示,1.系统运行正常,1.点击进入单任务物资平衡表（物料）页面，查看数据,1.单任务物资平衡表（物料）列表查询按创建日期倒序展示,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-单任务物资平衡表（物料）,单任务物资平衡表（物料）,单任务物资平衡表（物料）导出排序,L3,验证单任务物资平衡表（物料）导出是否按创建日期倒序展示,1.系统运行正常,1.导出单任务物资平衡表,1.单任务物资平衡表（物料）导出文件中的数据按创建日期倒序展示,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-撤销单,撤销单,全国权限+物资管理员角色的用户，查看数据,L2,验证全国权限+物资管理员角色的用户查看撤销单,1.系统运行正常,1.点击进入撤销单页面，查看数据,1.正常显示全国的撤销单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-撤销单,撤销单,全国权限的用户，查看数据,L2,验证全国权限的用户查看撤销单,1.系统运行正常,1.点击进入撤销单页面，查看数据,1.正常显示全国的撤销单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-撤销单,撤销单,省公司（本部+地市）权限+物资管理员角色的用户，查看数据,L2,验证省公司（本部+地市）权限+物资管理员角色的用户查看撤销单,1.系统运行正常,1.点击进入撤销单页面，查看数据,1.正常展示省公司的撤销单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-撤销单,撤销单,省公司（本部+地市）权限的用户，查看数据,L2,验证省公司（本部+地市）权限的用户查看撤销单,1.系统运行正常,1.点击进入撤销单页面，查看数据,1.正常展示省公司的撤销单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-撤销单,撤销单,省本部权限+物资管理员角色的用户，查看数据,L2,验证省本部权限+物资管理员角色的用户查看撤销单,1.系统运行正常,1.点击进入撤销单页面，查看数据,1.正常展示省本部的撤销单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-撤销单,撤销单,省本部权限的用户，查看数据,L2,验证省本部权限的用户查看撤销单,1.系统运行正常,1.点击进入撤销单页面，查看数据,1.正常展示省本部的撤销单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-撤销单,撤销单,地市公司权限+物资管理员角色的用户，查看数据,L2,验证地市公司权限+物资管理员角色的用户查看撤销单,1.系统运行正常,1.点击进入撤销单页面，查看数据,1.正常地市公司展示的撤销单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-撤销单,撤销单,地市公司权限的用户，查看数据,L2,验证地市公司权限的用户查看撤销单,1.系统运行正常,1.点击进入撤销单页面，查看数据,1.正常地市公司展示的撤销单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-撤销单,撤销单,物资管理员角色的用户，查看数据,L2,验证物资管理员角色的用户查看撤销单,1.系统运行正常,1.点击进入撤销单页面，查看数据,1.正常展示对应物资管理员建设单位下的的撤销单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-安装单,安装单,全国权限+物资管理员角色的用户，查看数据,L2,验证全国权限+物资管理员角色的用户查看安装单,1.系统运行正常,1.点击进入安装单页面，查看数据,1.正常显示全国的安装单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-安装单,安装单,全国权限的用户，查看数据,L2,验证全国权限的用户查看安装单,1.系统运行正常,1.点击进入安装单页面，查看数据,1.正常显示全国的安装单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-安装单,安装单,省公司（本部+地市）权限+物资管理员角色的用户，查看数据,L2,验证省公司（本部+地市）权限+物资管理员角色的用户查看安装单,1.系统运行正常,1.点击进入安装单页面，查看数据,1.正常展示省公司的安装单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-安装单,安装单,省公司（本部+地市）权限的用户，查看数据,L2,验证省公司（本部+地市）权限的用户查看安装单,1.系统运行正常,1.点击进入安装单页面，查看数据,1.正常展示省公司的安装单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-安装单,安装单,省本部权限+物资管理员角色的用户，查看数据,L2,验证省本部权限+物资管理员角色的用户查看安装单,1.系统运行正常,1.点击进入安装单页面，查看数据,1.正常展示省本部的安装单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-安装单,安装单,省本部权限的用户，查看数据,L2,验证省本部权限的用户查看安装单,1.系统运行正常,1.点击进入安装单页面，查看数据,1.正常展示省本部的安装单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-安装单,安装单,地市公司权限+物资管理员角色的用户，查看数据,L2,验证地市公司权限+物资管理员角色的用户查看安装单,1.系统运行正常,1.点击进入安装单页面，查看数据,1.正常地市公司展示的安装单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-安装单,安装单,地市公司权限的用户，查看数据,L2,验证地市公司权限的用户查看安装单,1.系统运行正常,1.点击进入安装单页面，查看数据,1.正常地市公司展示的安装单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-安装单,安装单,物资管理员角色的用户，查看数据,L2,验证物资管理员角色的用户查看安装单,1.系统运行正常,1.点击进入安装单页面，查看数据,1.正常展示对应物资管理员建设单位下的的安装单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-安装单,安装单,安装单列表查询排序,L3,验证安装单列表查询是否按创建日期倒序展示,1.系统运行正常,1.点击进入安装单页面，查看数据,1.安装单列表查询按创建日期倒序展示,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-安装单,安装单,安装单导出排序,L3,验证安装单导出是否按创建日期倒序展示,1.系统运行正常,1.导出安装单,1.安装单导出文件中的数据按创建日期倒序展示,通过,冯云梦,MSIT,
